aid,title,video_url,cover_url,publish_time,duration,category,description,tags,view,like,reply,favorite,share,coin,danmaku,hot_comments,bvid
1800293300,美国禁酒探员能整出什么活？【硬核狠人64】,https://www.bilibili.com/video/BV1ft421H7xk,http://i2.hdslb.com/bfs/archive/d40003225c0ee5c23d97a0e082682e2b8fb05271.jpg,2024-02-08T11:00:00+08:00,27:43,人文历史,本篇为硬核狠人之伊兹·艾萨克。,警察; 历史; 人文; 知识; 硬核; 犯罪; 淘攻略; 淘宝红包多发多得天天领; 淘宝发发乐; 世界史,6452581,311730,3775,49014,6618,136585,23722,@是啊是啊可危险了; 这名字一听就是天才; 不知道急流勇退的都挂了; 禁酒法案导致的一个直接结果就是，葡萄汁销量暴增 至于为什么见图 截图来自狗乔伊讲禁酒令那一期[笑哭]; @离虍 这个是可汗这几天视频我印象比较深的; [大笑]; 有没有禁酒令的资料，通辽子民们，这有个选了美国史做毕业论文方向的本科生轻轻碎了（有的话赞我一下，通知关了[辣眼睛]）; 禁酒不禁毒的国家有点搞笑; 他是一个认真工作，爱护家庭的人。一个人能完美做到这两点很难; 上班路上听到这期也太感动了😭,BV1ft421H7xk
1600371965,全球最大酒店是谁开的？【小约翰】,https://www.bilibili.com/video/BV112421A7pE,http://i1.hdslb.com/bfs/archive/aa1c6df005896be411bdb05051e918ff1c7f26f4.jpg,2024-02-06T11:00:00+08:00,25:31,人文历史,本篇为小约翰之柯克·科克里安。,崩坏：星穹铁道创作者激励计划; 拉斯维加斯; 人文; 人物; 战争; 知识; 历史; 崩坏：星穹铁道; 假如在午夜入梦; 商业,5463093,270728,4343,40891,7381,96755,19247,星历2158年，开拓者在黑塔空间站苏醒，父亲是谁，我们无从得知，但是母亲卡芙卡是堪比星际版黑手党的星核猎手的核心成员，曾经以一己之力爆星，可是，开拓者并没有和母亲一样成为行动上的锯人，可真的如此吗？; 唉，开拓者应该够进硬核狠人了吧？; 求可汗星铁UID[doge_金箍][doge_金箍][doge_金箍]; 《戈林和戈培尔》; 《德彪，我都替你想好辣》[星星眼]; 片头出场的女明星拉蔻儿·薇姿——《肖申克的救赎》里最后一张海报就是她[大笑]; 实际上星铁并未真把拉斯维加斯的原貌还原出来。因为星铁才12+。; 铃木爱理给原神唱歌了，来复习这集。; 《胆小鬼》; 差分宇宙方程，传记作家,BV112421A7pE
923903847,英国警察如何拖垮绑匪？【硬核狠人63】,https://www.bilibili.com/video/BV1fT4y187kp,http://i2.hdslb.com/bfs/archive/800b5e3e827b49fc0200d83c823bc682662644ed.jpg,2024-01-19T11:00:00+08:00,32:44,人文历史,本篇为硬核狠人之罗伯特马克。,英国; 人文; 警察; 犯罪; 硬核; 历史; 知识; 世界史; 狠人; 历史人文档案馆,7176681,328697,4515,51942,7381,146600,28601,马克似乎还是那个孔武有力的形象，然而…… 我怀疑是从这里开始，而不是从马克的回忆的话开始，up想表达的隐喻。; 事实上，这位伟大的警察算不上晚节不保，这次行动总体来看还是非常成功的，如果带英把他退出来背锅，不就相当于承认他立了头功吗？失败的原因不能说是战术失误，因为除了老局长，也没人提出其他策略，如果后面不强攻，这个非常讲原则的绑匪是不会被逼到走投无路的，根本原因是这些官僚不敢承担责任无法决断，两个计划同时启用又不能根据具体情况合理布局才导致悲剧。吃牙膏的警察不愧是雄兵一人，这也算老局长整顿警局的成果？不过，带英在不要脸这方面还是这么到位，他能做的也就是整顿警察系统，对更深的苏格兰场，一个从基层爬上来的素人，是无力改变的。; 17：26; 曼彻斯特掉光牙齿的狮子，没错他说的就是曼联; 金色盾牌热血铸就，危难时刻显身手 老警歌人民警察之歌很适合这位老警察; 恪尽职守，尽忠尽职; 最后那段BGM到底是哪个啊[委屈]; @凌qwq-- @該名稱已经存在 @曦秋Autine; 哪个天才说的医生不来人质就-1了哈哈哈笑得我把饭喷出来了; 其实我感觉最后一个案件带英处理的也没啥毛病，毕竟对方的要求带英也满足不了，只能边拖边行动了,BV1fT4y187kp
878593243,世界上最贵的电影是哪国拍的？【神奇组织14】,https://www.bilibili.com/video/BV18N4y1v7fw,http://i1.hdslb.com/bfs/archive/cd5f83c5bdf0caca146440c8775ed34104768936.jpg,2024-01-12T11:00:00+08:00,30:36,人文历史,本篇为神奇组织之莫斯科电影制片厂。,知识; 历史; 苏联; 战争与和平; 组织; 人文; 电影; 世界史; 莫斯科; 历史人文档案馆,8027349,370958,8242,75133,23446,173558,55496,赫本确实是女神，但就娜塔莎这个角色来说，在柳德米拉面前，赫本像个乡村丫头; 福尔采娃应该是苏联成立以来唯一一个女性政治局委员吧; 6; 为啥不少弹幕刷流浪地球和郭导？ 据我所知，流浪地球走的完全是商业流程，这种模式更像早年的大决战之类的吧。; 这已经不是大记忆恢复术了，简直是大躯体复活术; 当初看可汗这期视频，我去看了电影，结果看了30分钟，脸盲加记不住名字，去看了原著，结果发现自己还是历史盲，又去了解了1812和拿破仑战争，现在几个月过去了，我终于是历史了解了书看完了，终于要看电影了[tv_doge]; 现在已经7万人评分了，一直是满分10.0[大哭]怀念老大哥; 不得不看了; 一点愚见，欢迎大家指正   我觉得莫斯科电影制片厂很深刻的反映了计划经济和市场经济的体制的差别问题。   计划朋友在全国统一面临一个敌人的时候，他可以迸发出匪夷所思的动力和活力，用超乎人想象的速度和质量，去达成目标。但如果没有这个敌人那属于是歪脖子树挡芦苇，谁也支棱起不来   他反观市场，他虽然可以保证持续的效率和活力，但是在关键的时候却面临着诸如演员演员片酬的问题，注定了这种方法，不可能激出什么大的波澜。但毕竟是在少数，这这两位朋友在我看来就犹如项羽被围困垓下，前者犹如项羽，每到关键时刻都可以挥出，奋力一击，后者犹如小兵虽然实力可能不如项羽，但胜在数量。   回首过往，我们可以对曾经的历史肆意评判，但这不是目的。以史为镜、明鉴，这才是我们当下这人该做的。; 电影,BV18N4y1v7fw
835671871,美国的整活大王是谁？【小约翰】,https://www.bilibili.com/video/BV14g4y1r71P,http://i2.hdslb.com/bfs/archive/9a8f306e344d68c859e597498c80144caa98b42f.jpg,2024-01-06T11:00:00+08:00,26:40,人文历史,本篇为小约翰之阿贝尔。,元梦之星星梦合伙人计划; 知识; 人文; 历史; 元梦之星; 元梦之星14亿激励计划; 你喜欢的up主都在元梦之星; 世界史; 整活,5961941,316153,4972,51525,14356,121485,29508,只能说，不愧是先遣服[doge]; 3000年宗教狂热和资本主义泡沫史-群体的疯狂; 坐忘道; 英国女仆; go o d; 通辽耗子1000万粉丝啦[打call][打call][打call][打call]; @阿鲁allu 笑不活了; 提前预言44; 耳机不太好，一直觉得是老爷子叫阿波威尔[doge_金箍]; 可我还是爱玩蛋仔[笑哭],BV14g4y1r71P
410450307,世界最穷国家是哪个？【奇葩小国50】,https://www.bilibili.com/video/BV1MG411r7FZ,http://i1.hdslb.com/bfs/archive/2618782b8ad16f867c527d8fa9e0ec8cc232cf6d.jpg,2023-12-29T11:00:00+08:00,32:15,人文历史,本篇为奇葩小国之布隆迪。,发现《Batty McFaddin》; 世界; 战争; 人文; 知识; 历史; 世界史; 比利时; 小国; 布隆迪; 历史人文档案馆,9837472,401135,14927,70032,17242,205789,45286,这边建议布隆迪全体居民前往比利时，在比利时开展零元购，正如当年法国治下的殖民地一样，把它们的土地，女人， 资源占为己有。; 胡图人和图西人的历史不就是二游圈的现状吗[doge] 本来大家都是一家人，而比利时（卖开盒服务的串子，主祭之类的）制造冲突，先是串粥冲小众二游，再串原，说到底还是卖军火（ky致歉）; 最近刷视频，经常刷到卢旺达现状，视频都是在说卢旺达是非洲小瑞士，而且他们街道是中国援建，到处都长的中中的，很干净很安全，骑电瓶车要戴头盔，连教育模式都一样，而且老百姓老实爱非洲其他国家安全[吃瓜]; 和其他国家政府文官捞钱，军政府勉强维持相比。布隆迪历届文官政府都在极为努力地调和民族矛盾这个几乎无解的问题，但几十年的努力却在军政府几年的胡搞乱搞下化为泡影。个人的理智在一群人的盲目面前显得苍白且无力; 所以说民族仇恨，民族主义是最可怕的东西之一; 来中国留学阿，包学费包对象; 哎; 🐔; 我想到布隆迪有一个传奇巨兽，古斯塔夫……; 发对对对对对对对对对谢谢兄弟浮浮沉沉吃饭哥哥哥哥我爱你老公也,BV1MG411r7FZ
792873223,如何打造登月相机？【小约翰】,https://www.bilibili.com/video/BV1DC4y1q7db,http://i0.hdslb.com/bfs/archive/1368cfdbf0d8648df0cd107d9636b275d21073d0.jpg,2023-12-28T11:00:00+08:00,24:02,人文历史,本篇为小约翰之哈苏。,英国; 知识; 人文; 摄影; 历史; 登月; 世界史; 哈苏,4303083,243418,4911,38432,12462,103276,18992,柯达已经不复存在了，过于重视胶片反而轻视了数码相机; 有人知道那个傻瓜相机叫什么吗; 我是拥有蔡司的人（x200pro）[笑哭]; @芸芸汐瑶月星辰辰宇轩 @朝朝为雪洛; 旁边啥也没有，胡拍一下[doge]; 15年那会儿我玩相机的时候我就知道哈苏贼贵可以高达40到60w一台中画幅数码，但是成像质量好，抗逆性也好，曾经我的理想是存钱买一个，我说我将来自己有了钱一定要干这个，但是后来……; 这就是天才，打败自己的混账老爹本来该是个荡气回肠的故事，然而哈苏太强了，仿佛击败他那个无耻的爹对于他来说就是人生路上顺手的事而已; 所以哈苏老婆的那个表姐，本来相亲对象更漂亮的那个女人后来怎样了，真好奇她的结局[偷笑]估计肠子都悔青了吧; 预感大疆哈苏登月了还得再更一期？; 23年夏天去长白山，下山的时候看到一丛花，跨出栏杆，在保安的呼叫声中直接往地上一躺，拍下了这个[笑哭]手机是一加11,BV1DC4y1q7db
409449798,克格勃是怎么消失的？【神奇组织13】,https://www.bilibili.com/video/BV1gG411i7fJ,http://i1.hdslb.com/bfs/archive/f90004f61bba0d3308de30590e5b86c7144b840d.jpg,2023-12-09T11:00:00+08:00,29:29,人文历史,本篇为神奇组织之俄罗斯对外情报局。,人物; 组织; 知识; 苏联; 奇闻; 人文; 历史; 克格勃; 间谍; 历史人文档案馆,8621082,362649,8470,66330,13298,153444,28634,9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999888888888888888888888888999999999999999999999999999999999999999998888888888888888888888888999999999999999999999999999999999999999999999999999999999999999999999999999999888888888888888888888888888888888888888222222222221111111111112222211111111222211111110000000000000000000000000000000000000000000000000000000; 十万汉军零落尽，独吹箫曲向残阳; 事业就像尿裤子，虽然别人都看在眼里，但是暖只有自己知道; 充分说明了系统性的岗前培训有多么重要，从七年培训到随便糊弄一下，大概率是伊万专员发力了; 为什么半夜三更有33人在 看？; 【【普京】普京∶到底谁是克格勃?他比我还狠。5.26】 https://www.bilibili.com/video/BV1kxjSziE4o/?share_source=copy_web&vd_source=a168accb6b33304850644ba7599c2652; 广告部分的声音太快乐太有感染力了[笑哭]; 年轻时的安德烈·别兹鲁科夫与伊琳娜·瓦维洛娃; 理想信念丧失的代价; 前来重温老英雄的事迹,BV1gG411i7fJ
964495244,赤壁之战的锅谁背？【小约翰】,https://www.bilibili.com/video/BV1pH4y1k7EJ,http://i2.hdslb.com/bfs/archive/09718b30185bc1af71ed2567d3570ba10be02175.jpg,2023-12-08T11:00:13+08:00,24:44,人文历史,本篇为小约翰之赤壁之战。,人文; 知识; 三国; 人物; 历史; 三国演义; 在率土玩到真三国; 率土赤壁之战; 赤壁之战; 率土之滨,5218007,216433,5857,32897,5868,71885,21790,当老板最重要的是该听谁的，不该听谁的。自己不一定要多全面，全才难得。会用人就行。; 05:47 这里原来也在玩梗; 曹老板破防瞬间; 建安十三年的中原无限接近于统一时刻; 周瑜：有我在，曹操过不了江; 无论看多少遍，这段历史依然迷人，激励人心; 小约翰28了啊，快三十了[doge_金箍][doge_金箍][doge_金箍]; 可汗不用穿越已经是手握千万大军了哈哈; 三国志11孙权直接是厌恶张昭的。 而史实记载，孙权登基称帝时，就当众问过张昭，大概意思就是说：你想到我有称帝的一天吗？子敬很多年前就想到了!; 刘表：孩子们，这也是计划的一部分[笑哭],BV1pH4y1k7EJ
409028030,如何靠抢银行成为网红？【硬核狠人62】,https://www.bilibili.com/video/BV1aG411i7zR,http://i1.hdslb.com/bfs/archive/c5327c5760f2d859a6b8ea0a43b8cae4a35f1907.jpg,2023-12-01T11:00:00+08:00,31:12,人文历史,本篇为硬核狠人之戴尔。,美国; 硬核; 知识; 犯罪; 人文; 历史; 网红; 银行; 狠人; 历史人文档案馆,7413586,341326,7199,56397,17641,143572,32557,@叽叽嘎嘎4; 这个弹性怎么大吗; 这个弹性怎么大吗; https://b23.tv/BV1bp4y147KW [妙啊]; 18:44 所以体香是什么味道; 其实还是吃到了时代红利; 重新听到主角名字的时候愣了一下，凯恩 文森特 戴尔……什么拜仁; 没抢之前是个牛马，抢完之后出来成大师网红[doge]; 你才会被喷成筛子; 说起来戴尔最初考虑抢银行的时候，担心影响征信，估计是因为美国人借贷都成习惯了，征信一旦受影响连日常消费都很困难,BV1aG411i7zR
663222212,三国灭爸为什么活不长？【小约翰】,https://www.bilibili.com/video/BV16a4y1Q7by,http://i0.hdslb.com/bfs/archive/41b2aa5dfd8a30c9f93055c4dd9877d48adb0728.jpg,2023-11-10T11:00:00+08:00,19:09,人文历史,本篇为小约翰之吕布。,知识; 三国演义; 人文; 三国; 战争; 人物; 历史; 吕布; 大话西游手游; 历史人文档案馆,9683885,529500,9314,83822,19513,120189,31275,低情商，处不好关系可能是基层上来将领的通病，关羽张飞也有这种问题 但连基本道德都没有彻底把自己干到人厌狗嫌只有吕布了; 说到关羽的一刀秒，其实吧我有一些别的见解……我先叠一些护甲，关帝神勿怪勿怪，列位诸公关帝粉丝勿怪 关羽作为一个白衣出身，无氏家大族背景，早年以走商贩货为生，遇到刘备之前没有从军经历，那么我姑且推测关羽早年是没有经历过良好的武艺和马术训练的，从军后所仰仗者，天生高大威猛，力大无穷也。基于这一点，关羽选择的兵器，就是很重很重的青龙偃月刀了，突出一个一力破万会，铁甲重马加起速来冲过去就是一刀，这一刀犹如一个骑着摩托的人油门宁死，举着一个煤气罐朝你冲过来，你挡是挡不住的，重量加惯性任你再高的武艺也挨不住这一下，但是呢，但是啊，加如你躲过了这一刀，失去了速度的加持，你自幼习武，跟一个抱着煤气罐打仗的人还是能近身周旋一下的，所以说关羽战绩基本都是一刀斩，一刀斩不了就要打半天 关羽也发现了这个事，第一刀劈不死，后面他跟那些军官世家出身的将领近身缠斗，占不到什么便宜，重长刀对上长枪，反而恐要不测，于是关羽研究出来了他的成名绝技：拖刀斩，关羽多次用此招斩杀过敌方大将，但是其实这招呢……呃，挺不讲究的（莫怪莫怪），简单来讲，就是上去一刀没劈死，就赶紧跑，引诱敌人来追，追着追着，关羽就慢慢降低马速，让敌人误以为是关羽的马没力了，等到敌将追到一定距离的时候，关羽骤然勒马，拧身回头就是一刀，敌将勒马不及，以四十迈左右的速度撞在了关羽刀口之上。咱现代人的角度来看，兵不厌诈你死我活胜者为王等等的词有很多，但关羽那时司马懿还没指洛水为誓呢，尤其是你关羽身为大将，斩过颜良诛过文丑，武力值自然不必多说，为人也号称忠义无双，我虽名气不如你，但自幼习武，也早就做好了为国捐躯战死沙场的觉悟，来吧，堂堂正正的决斗吧，呃……？竟有如此下作手段，你这贼厮做人挺讲究，单挑可真不讲究……许褚马超张飞太史慈孙策那样才是当世人心目中大将单挑该有的样子，就是当着双方大军的面，正面比武艺，比驭马，比力量，比耐力。 当然啊，随着关羽多年征战，个人武技肯定也是勤耕不掇，多有实战磨炼，荆州时期的关羽可能也是觉得拖刀斩这玩意儿保险是保险，但确实没什么面子，就再也没用过了; 权利的游戏里的弑君者詹姆兰尼斯特原型就是吕布; 出身太低，拉不出众人来头投的大旗。; 三国时期你可以本事平平，也可以啥本事也没有。但私德和言行一定要有底线和准则。在那个致仕要靠举孝廉来获得官场的门票。吕布办的这些事就已经把自己的名声给彻底搞臭了[笑哭]; 后世还有一个刘牢之。; 吕布跟谁见面就是投奔谁吗？跟袁术袁绍见个面想要借兵反攻长安迎回天子有错吗？吕布要走袁术不给补给纵兵劫掠补给有错吗？看不起袁绍擅自封的文武百官有错吗？八厨之一的张邈主动迎接吕布，俩人一见如故把臂言誓，张邈什么名声品格？有张邈看得起吕布，吕布需要关东的乱臣贼子看得吗？李傕郭汜祸乱长安时，二袁曹操在干嘛？在心怀鬼胎看热闹。另外是王允拉拢吕布诛杀董卓还是吕布拉拢王允？“与董卓小妾通奸”董卓都不知道，别人怎么知道的？王允说的，王允怎么知道的？吕布告诉他的，吕布为什么告诉他？要试探王允，为什么要试探王允？要拉拢王允在他诛杀董卓后出来稳定大局，这样子是是一切都说得通了？如果是王允拉拢吕布，他拿什么拉拢吕布？吕布完全可以举报王允，起步就是株三族，王允拿自己三族开玩笑是吧？; 大汉忠臣吕奉先啊[星星眼]; 怎么还有说他是大汉忠臣的？吕布是跟各地诸侯打来打去没错，也没想造反，可这货只是单纯的想到处抢劫啊，说白了，他既没想到要造反，更想不到要忠于谁，就是随性而为，没地盘就背刺盟友抢，没军粮就抢。; 请问一下，可汗这些中国历史相关视频要怎么找？,BV16a4y1Q7by
663129506,罗马教廷为何家里蹲？【神奇组织12】,https://www.bilibili.com/video/BV1na4y1Q7bD,http://i0.hdslb.com/bfs/archive/ba46b1330b56755112bf2604f692ba67cb4fc285.jpg,2023-11-08T17:48:20+08:00,26:08,人文历史,本篇为神奇组织之自由教皇国。  参考资料： 塞缪尔·哈尔佩林1968年出版《意大利和梵蒂冈的战争：研究从普法战争爆发到庇护九世去世期间他们的关系》 彼得·肯特1981年出版《教皇与领袖：拉特兰协议的国际影响》 查德威克·欧文1998年出版《教皇的历史：1830-1914》 弗朗西斯·桑顿1955年出版《十字架又十字架：教皇庇护九世的生平》 伯纳德·奥莱利1878年出版《庇护九世的一生》,发现《Aunt Tagonist》; 人物; 法国; 历史; 人文; 意大利; 组织; 罗马; 战争; 世界史; 历史人文档案馆,6874175,269309,6487,40832,7274,117333,25236,@CivisRomanusSum; 尊敬的罗马教皇陛下：   我，意大利国王伊曼纽尔二世，谨以谦卑之心，向您致以最诚挚的问候与敬意。   我以一颗赤诚如子的心、一位虔诚信徒的身份、一个意大利人民的代表，以及一位忠于职责的臣子的身份，向您深深叩首。   我深知，停止战争、休养生息，是君主最大的德行；安定百姓、守护和平，是上帝所喜悦之事。自从欧洲局势动荡不安以来，纲常伦理逐渐崩坏，意大利这片土地饱受战乱之苦，已经多年不得安宁。   自革命发生以来，各地皆不安宁，战火纷飞，王室屡遭威胁，百姓流离失所，士绅贵族也难逃劫难。世道变幻，上下皆惶恐不安。前有盗贼盘踞山林，窥伺罗马；后有强权豪强聚集江湖，公然侵犯米兰。反叛之人塞满道路，抓捕之网遍布街巷，种种乱象，令人不敢言说。   唯独我圣父您德行深厚、福泽绵长，以诚待人，四海归心。在您的教廷之内，万民守序，圣城之中，宗庙安宁。然而智者应当明察过去，知晓天命虽有眷顾，但亦非永恒；深思未来，则知教廷之幸运，未必能长久持续。   放眼圣教之外，异端与党派日益增多；观察邻国之政，纲纪日衰、道德败坏。身旁若有强敌环伺，谁又能保全殿宇不被毁坏？在群寇之中，怎能忍受您这位至高无上的教皇颠沛流离？   身为一国之君，我志在安定社稷。意大利统一是我毕生之志，统一亚平宁半岛是我心中宏愿。我已派遣千百艘战船，搅动亚得里亚海；调集数万将士，声威震动阿尔卑斯山。然而自革命以来，我日夜忧心如焚，教徒们也为教皇的安危落泪，人民也为您的安全彻夜难眠。   如今，我派遣军队北上，直趋圣城罗马，只为保全教廷于乱世之中，守护您的安全。我之心意，唯出于责任与忠诚，绝无他意。如此重任，若我不承担，又有谁可担当？   今日致此书信，出于礼仪与责任，也愿圣父您英明睿智、胸怀宽广，能体察我的一片诚心，不致误会。古人有言：“因时而变，因势而动”，这是智者所推崇的；顺应时局、履行责任，亦是先贤所敬仰的。   唯愿我军到达之时，罗马上下，不生疑虑；教廷内外，一如往常。若能如此，我将感激涕零，再无遗憾。   此致   敬礼！   意大利国王 伊曼纽尔二世 谨上   俯首再拜，诚心祈愿; 给弹幕里惊讶教皇需要选举科普一下，教皇选举真的很有意思，为了怕参选者磨磨蹭蹭的，特地选在罗马一年最热的时候，特地选了一间散热差的小教堂，特地把窗户封死，然后选举，选不出来就关着; 本片主要讲述了罗马教廷相关历史，解释了其在历史上为何会处于相对 “封闭” 状态，内容涉及意大利统一时期教皇国的经历以及教皇庇护九世的相关事迹等：  教皇国的困境与庇护九世改革：教皇国在历史上实行政教合一体系，军事战斗力较弱，常被欧洲大国武装干涉，但因其宗教地位，教皇的表态具有重要影响力。1846 年，庇护九世当选教皇，他被称为 “自由教皇”，上台后进行了一系列改革，如建立国务院、推动政教分离、允许报纸自由流通、规划铁路建设等。1848 年 3 月，还颁布了《教会国家临时基本法》，向普通民众开放立法和行政机构。  意大利独立战争与教皇出逃：1847 年，教皇用意大利人取代奥地利主教，引发米兰市民骚乱，后演变成巷战，意大利各邦国纷纷参与。庇护九世起初下令组织志愿军帮助米兰人民，但随后意识到不妥又撤回军队。1848 年 11 月，教皇国重臣被刺杀，罗马市民游行要求教皇国实行社会改革并向奥地利宣战，庇护九世不愿接受条件，于是在 11 月 24 日夜间化妆出逃。  罗马教廷的 “坚守”：庇护九世出逃后，罗马城革命者控制了众议院。后来在法国支持下，庇护九世有了重返罗马的底气，但因拒绝革命者条件而未及时返回。1848 年 12 月，罗马众议院成立 “临时最高国务委员会”，宣布不再需要教皇。庇护九世次年四月回到罗马，未再入住奎里纳尔的宫殿，而是选择了易守难攻的梵蒂冈山，在此重新统治。他恢复了死刑，废除了宗教自由政策，还曾征收人头税，后在财政好转后降低税率，开展公共建设，使教廷重新站稳脚跟。  意大利统一与罗马问题：19 世纪 50 年代末至 60 年代初，意大利开启统一进程，撒丁王国在法国默许下逐步吞并其他邦国，并成立意大利王国。但罗马因有法军驻守，意大利王国不敢轻易进军。尽管意大利王国发兵吞并了绝大多数教皇国土地，却只能与庇护九世谈判罗马的归属问题，这使得罗马教廷在一定时期内处于相对 “孤立” 状态，如同 “家里蹲”，这也在一定程度上影响了罗马教廷此后的发展与行事风格。; @解说小米; 并夕夕！砚一半过后，质量差的飞起; 众生可称祂。; 宣言序言中的教皇指的就是庇护九世; 救驾来拉; 这个是最完美的三位一体，神奇组织：教皇国，硬核狠人：庇护九世，奇葩小国：梵蒂冈。,BV1na4y1Q7bD
790490838,现代最“神秘”的男人是谁？【硬核狠人61】,https://www.bilibili.com/video/BV1ey4y1c7NL,http://i2.hdslb.com/bfs/archive/c49954357da68e90d36813d5ca76d7482b7622f6.jpg,2023-11-04T11:00:00+08:00,25:09,人文历史,本篇为硬核狠人之贝尔捷。  参考资料： 贝尔捷1955年出版《秘密特工对抗秘密武器》 法国国家档案馆关于马可波罗网络的资料 贝尔捷自传《我不是传奇》 贝尔捷1960年与人合著《魔术师的早晨》 保罗·韦伯斯特1991年出版《贝当的罪行：法国在大屠杀中的合作》 雷内和玛格丽特·佩莱2018年出版《从教育学到抵抗：马可波罗网络，里昂，1942-1944》,惊喜生活，11UP; 德国; 英国; 人物; 历史; 知识; 人文; 战争; 世界史; 狠人,7793333,326345,4831,54547,8589,150770,31947,越狱那段看着看着就泪目了[保卫萝卜_哭哭]我直接猛猛哭; nlgqv; nlgq; 《拟人》; 你才是; 阿贝尔间谍 是哪一期？找不到了; 无线电法国别研究; 战争时期，不怕死的不难找，但能抗住长期酷刑折磨还能坚守秘密的人，真的都是超人啊; 他的自传在哪里能看到？或者能买到？我很需要[大哭]; 所谓不擅长物理，大概也就因为…他同学是钱三强，他哥是乔治伽莫夫。一般人类在这些人面前确实都应当清醒认识到自己属于“不擅长”那类吧…ε=(´ο｀*))),BV1ey4y1c7NL
535172114,印度公主如何成为英国特工？【硬核狠人60】,https://www.bilibili.com/video/BV16M411X7A6,http://i1.hdslb.com/bfs/archive/7ce0facf77b5767de62e4f3caf65e30f959e5d9a.jpg,2023-10-30T17:00:00+08:00,29:27,人文历史,本篇为硬核狠人之努尔。  参考资料： 巴苏·什拉巴尼2006年出版《间谍公主：努尔·伊纳亚特·汗的一生》 拜伦·埃斯科特2012年出版《SOE：F部门：英国在法国的秘密女特工》 莎拉·赫尔姆2007年出版《秘密生活：薇拉·阿特金斯和二战失踪特工》 莫里斯·巴克拉马斯1988年出版《他们孤军奋战：战时法国SOE特工的真实故事》 里克·斯特莱德2017年出版《孤独的勇气：SOE女英雄为解放纳粹占领的法国而战的真实故事》 马库斯·宾尼2002年出版《为危险而生的女性：二战中SOE的女特工》,发现《Anamalie》; 硬核; 人文; 知识; 印度; 英国; 战争; 历史; 特工; 狠人; 历史人文档案馆,5653689,294069,7784,46270,9858,141987,27268,这叫嫉妒！嫉妒使人疯狂！; 三哥的基因真的很强大[辣眼睛]; [大哭][大哭][大哭]; 我真的理解不了，在法国地下抵抗组织陷入困境时，因为人手紧缺不得不派了一位尚不合格的女生去，有什么做的不够好的地方不是很正常吗？仅仅凭她一生从始至终坚持着和平和善良，在法共地下抵抗组织遇难时表现出的勇气和坚决，这就已经足够她名垂青史了; 这跟硬核和狠人也不沾边呀; 家庭背景与成长经历：努尔的父亲是印度土王后裔，母亲是英国裔美国少女，她出生于莫斯科，7 岁时随家人移居法国，在巴黎大学接受教育，还成为儿童读物作家。1926 年，父亲回印度后病逝，13 岁的努尔承担起照顾家人的责任。 前往伦敦：1939 年二战爆发，1940 年德军进攻法国，努尔一家加入难民队伍，历经艰难抵达伦敦，在教团成员家中安顿下来。抵达伦敦后，努尔凭借护士资格加入红十字会，但因无工资难以维持生计。 加入空军女子辅助部队：1940 年 10 月，努尔看到招募空军女子辅助部队的海报，为获取薪水决定尝试。她在申请表 “个人特长” 一栏填写了 “精通法语”。报道时，因穿着自己织的毛衣，被认为双手灵巧，适合操作无线电，于是进入无线电操作训练班。培训结束后，她被分配到爱丁堡的皇家空军海岸司令部气球观察部队工作。 成为英国特工：1942 年，英国特别行动执行局因在法国的特工损失率高，急需招人。努尔因填写的 “精通法语” 特长和无线电培训背景吸引了执行局的注意。同年 10 月，她收到英国陆军部的面谈邀请，与面试官 —— 作家赛尔文・杰普森相谈甚欢，最终被特别行动执行局招募，成为一名特工，前往被德军侵占的法国执行任务。成为英国特工后，被派往法国巴黎执行秘密无线电通讯任务，代号 “马德莱娜”。她的任务是在德军占领区建立秘密电台，为英国传递情报、联络抵抗组织。 然而，努尔缺乏特工的基本素养：她性格单纯，不擅长伪装，曾因忘记销毁密码本被同事提醒；传递情报时也常因紧张出错，甚至在街头公开调试电台，险些暴露。但她凭借对任务的执着和对反法西斯事业的信念坚持了下来，在极端危险的环境中多次完成通讯任务，成为巴黎地区重要的秘密联络点。 1943 年，由于组织内部出现叛徒，努尔的身份暴露，被德国盖世太保逮捕。在狱中，她遭受了严刑拷打，却始终拒绝透露任何情报，甚至试图两次逃跑。1944 年 9 月 12 日，努尔被纳粹处决，年仅 30 岁。 战后，为表彰她的英勇事迹，英国追授她乔治十字勋章，法国追授她 Croix de Guerre（战争十字勋章）。她成为二战期间最著名的女性特工之一，其故事展现了在残酷战争中，普通人出于正义与勇气迸发出的强大力量。; 复习功课 人类群星闪耀时; 一位童话中的公主; 纯真而又善良的灵魂。; 一个坚强的姑娘，被几个愚蠢的家伙害死了,BV16M411X7A6
